id,result
3988978,0.0001827176594217906
3988979,0.525
3989002,0.0001212829140215478
3989008,0.0
3989022,0.03505005437870319
3989028,0.12644960665920452
3989030,0.2533154249813468
3989031,0.10888585928975725
3989037,0.0011826982467012532
3989040,0.0675879849835101
3989043,2.8683268588576047e-06
3989047,0.0012705586229681245
3989063,0.10926716667290118
3989065,5.160816749130309e-05
3989068,0.9
3989093,0.030263838255298277
3989103,0.019638840558385266
3989112,0.6093916946215792
3989125,0.075
3989138,0.0002170404352055233
3989169,0.05452450476628427
3989186,0.0
3989187,0.09235244505967628
3989188,0.01608074967448223
3989191,7.417089595393267e-06
3989194,0.05548328449232787
3989206,0.05404645766853829
3989207,0.3082377975495193
3989208,0.0025
3989250,0.016501918692771837
3989260,0.05541696065256815
3989268,0.2074399677677706
3989273,0.0011276653368840375
3989286,3.989076199290135e-05
3989294,3.28076335320078e-05
3989323,0.013404092130502268
3989329,7.803380381303948e-05
3989351,0.051085166874934015
3989366,0.031212846079997074
3989376,0.020585969849255877
3989396,0.32884913224740914
3989413,2.9677113010446346e-06
3989443,0.03386801763839495
3989449,0.28900335651892595
3989452,0.4729642857142857
3989483,0.10146908718664585
3989492,0.2636372746950768
3989502,0.07845910119980687
3989503,0.012615552411272258
3989519,0.00017765921390817686
3989525,0.08023177409890399
3989535,2.2486847834533463e-05
3989536,0.00010454386091334435
3989546,0.5213303502646036
3989549,0.00016918816223897689
3989559,0.020064255278589307
3989569,0.06236383739098365
3989581,0.30656487232574187
3989601,0.0394424002956098
3989605,0.026785785708448123
3989615,0.12892136819658231
3989624,1.9904458598726117e-05
3989645,0.0007439300734625893
3989656,0.03892518141551009
3989673,3.4147916691365594e-05
3989675,0.0036463453805630286
3989679,5.691602777649213e-05
3989680,0.00025740263041435044
3989691,1.1688797456517673e-06
3989696,0.33778404853065486
3989720,0.013306944476987123
3989722,0.025
3989727,0.4
3989728,0.06680178817863133
3989733,8.752322937799119e-06
3989738,0.259725263480433
3989752,2.421769954773255e-05
3989754,0.01239893131043672
3989768,0.019130205253770304
3989769,0.5
3989790,8.752322937799119e-06
3989796,0.012406697020604037
3989800,1.9188732949021852e-05
3989804,0.016408694946847425
3989817,0.0
3989824,0.3896569981583794
3989829,0.8125
3989832,0.06978449057491547
3989853,0.10747248279346429
3989871,8.752322937799119e-06
3989876,1.9904458598726117e-05
3989878,0.00014128596137774914
3989882,0.5375
3989893,0.3851193154564505
3989902,0.2385012249061948
3989907,0.0008049242424242424
3989909,0.012991086237023252
3989918,8.94134477825465e-06
3989951,0.5953869047619047
3989969,0.031938693320650954
3989991,0.018338919227868348
3990024,0.2
3990034,0.0
3990039,0.03487192708563616
3990084,0.034375
3990086,0.04540950653797824
3990106,0.0
3990164,7.536427215924636e-05
3990168,0.005357142857142857
3990177,0.0401203155600421
3990183,0.044122475345760005
3990186,0.012764842862345102
3990204,0.32878347769886057
3990226,0.19757551292351314
3990235,0.00018297492294837493
3990236,3.4026764360018585e-06
3990248,9.113707344444325e-06
3990250,2.8683268588576047e-06
3990260,0.0
3990263,4.21017177500842e-06
3990286,0.02533549221973149
3990294,0.00027416488313470634
3990325,0.29540020162613956
3990329,0.013687360778208304
3990330,0.0005023402587633122
3990339,4.71614978132974e-05
3990374,0.0043809143315049984
3990379,0.29925339071465834
3990412,0.09470630605726925
3990425,0.0
3990426,0.0
3990428,0.4861255326283055
3990429,0.04213045944552622
3990441,1.7421602787456446e-05
3990449,0.02539276250078869
3990450,4.453357666191075e-06
3990459,0.035558082522798254
3990469,1.4370971730241121e-05
3990476,0.026120230013379576
3990480,0.15460632091839246
3990481,0.0936225808215963
3990493,0.5389950980392156
3990494,0.06092203612710034
3990509,0.0
3990518,0.03273987297211419
3990519,0.0
3990525,0.0
3990529,0.03871232596301376
3990534,0.025
3990537,0.0418631469551872
3990550,0.15679801154871958
3990566,0.05140380185688864
3990576,0.03608445358330543
3990577,0.04110964912332639
3990582,0.06049625870583884
3990588,0.2966071037109645
3990589,0.0
3990592,0.03802504802204585
3990611,0.0125
3990612,3.4026764360018585e-06
3990623,0.0002976190476190476
3990625,9.987748283341918e-05
3990644,0.006776100146453727
3990645,0.00255749594152781
3990669,0.015486214874456608
3990671,0.03473855670475119
3990697,8.42880545077969e-05
3990703,0.3
3990705,0.05907376397099003
3990726,0.034133091097560325
3990755,4.3722360710403406e-05
3990762,0.149069554572294
3990779,0.04480520900626252
3990785,0.017514958412227916
3990799,0.023961528076248892
3990804,0.5519895421795452
3990827,0.037903781669150524
3990838,0.569672867977041
3990888,3.4026764360018585e-06
3990889,4.689215586197911e-05
3990909,0.008743156922971573
3990913,0.027679737479548133
3990925,2.5908244972629818e-05
3990933,0.9
3990947,0.25321690397649255
3990951,0.21240384024279288
3990956,0.4125
3990992,0.00019511731446683606
3991019,0.0
3991025,0.024319226784490527
3991039,0.0
3991051,7.944827598792557e-06
3991055,0.021536418563907943
3991057,0.0375
