id,result
3988978,0.0
3988979,0.81
3989002,0.0
3989008,0.0
3989022,0.17
3989028,0.08
3989030,0.2162946859903382
3989031,0.04
3989037,0.02
3989040,0.12
3989043,0.0
3989047,0.0
3989063,0.23
3989065,0.0
3989068,0.89
3989093,0.04323722375690608
3989103,0.04361144002681543
3989112,0.45983219439573636
3989125,0.0
3989138,0.0
3989169,0.11079924242424243
3989186,0.0
3989187,0.09954347735691359
3989188,0.06
3989191,0.0
3989194,0.05302854870034218
3989206,0.05055384615384615
3989207,0.39406394295341746
3989208,0.0
3989250,0.04914621450551063
3989260,0.07685652334242432
3989268,0.01
3989273,0.01
3989286,0.0
3989294,0.0
3989323,0.0
3989329,0.0
3989351,0.1222027001338034
3989366,0.06013252124822281
3989376,0.02184339352108819
3989396,0.30489312167089966
3989413,0.0
3989443,0.1130706497762652
3989449,0.53
3989452,0.36
3989483,0.11102604048856507
3989492,0.034335806723009205
3989502,0.01
3989503,0.01
3989519,0.0
3989525,0.08
3989535,0.01
3989536,0.0
3989546,0.5463597819632767
3989549,0.0
3989559,0.07154953399219195
3989569,0.1101219512195122
3989581,0.31081045751633984
3989601,0.0
3989605,0.01
3989615,0.07
3989624,0.0
3989645,0.0
3989656,0.020594454683563593
3989673,0.01
3989675,0.0
3989679,0.0
3989680,0.0
3989691,0.0
3989696,0.38
3989720,0.06
3989722,0.01
3989727,0.43
3989728,0.03902691560998237
3989733,0.0
3989738,0.0664969850788324
3989752,0.0
3989754,0.020852542569211166
3989768,0.01
3989769,0.0
3989790,0.0
3989796,0.052821596152662804
3989800,0.0
3989804,0.02100374940972286
3989817,0.0
3989824,0.0
3989829,0.71
3989832,0.04
3989853,0.0504
3989871,0.0
3989876,0.0
3989878,0.0
3989882,0.0
3989893,0.41447805819368155
3989902,0.046586040579257436
3989907,0.0
3989909,0.015099913056517332
3989918,0.0
3989951,0.55
3989969,0.05003300330033003
3989991,0.031863235975357763
3990024,0.32
3990034,0.0
3990039,0.06796741829471384
3990084,0.0
3990086,0.07297867739379342
3990106,0.13
3990164,0.0
3990168,0.0
3990177,0.04140832655269691
3990183,0.08781514631841242
3990186,0.01
