id,result
3988978,0.0011708830166093484
3988979,0.8403772541028569
3989002,0.0004591253573743379
3989008,0.007719331972084969
3989022,0.13477808299564484
3989028,0.07430692221138462
3989030,0.32039435992535786
3989031,0.08272605455029929
3989037,0.005570832290249169
3989040,0.12572631835527628
3989043,0.009558399127528655
3989047,0.004701971605432702
3989063,0.42409869307060455
3989065,0.004521936175167934
3989068,0.8888795345257863
3989093,0.06747129158622042
3989103,0.059456311692202786
3989112,0.4747930527540636
3989125,0.00036597480623045943
3989138,0.0022176597813657255
3989169,0.08656528370416491
3989186,0.002561888952333056
3989187,0.07949323858170096
3989188,0.053697893848198265
3989191,0.0016907495375783146
3989194,0.052933841992035206
3989206,0.10196570371119507
3989207,0.38025427846529014
3989208,0.0004465005728145343
3989250,0.037812107001582974
3989260,0.03185646669008033
3989268,0.03829925912737697
3989273,0.0039702958977651335
3989286,0.00036842467833341836
3989294,0.0009336617598618205
3989323,0.013489224772619372
3989329,0.0003672847854857714
3989351,0.06608083741501088
3989366,0.057299474789504055
3989376,0.047415904136074494
3989396,0.4300640341171751
3989413,0.0013760662308877538
3989443,0.07320751526597535
3989449,0.39845902143378426
3989452,0.44903377410622464
3989483,0.035419253092108374
3989492,0.05808518634054831
3989502,0.034361489820829705
3989503,0.024092173519386487
3989519,0.0004465005728145343
3989525,0.11796489442464425
3989535,0.00316361942102879
3989536,0.0007658103247488358
3989546,0.5258351128443435
3989549,0.01014913760843922
3989559,0.03848422230306749
3989569,0.05160680502157314
3989581,0.3736495322045308
3989601,0.005778684495581499
3989605,0.00228111092543662
3989615,0.03695767938654974
3989624,0.0021429048569712155
3989645,0.0004327248645615676
3989656,0.04064097161618627
3989673,0.0020655098820008336
3989675,0.005252504410825448
3989679,0.00041324694170555195
3989680,0.0007066801812825672
3989691,0.0011139424717750688
3989696,0.3280754639276846
3989720,0.010643403063691216
3989722,0.004185616094785374
3989727,0.39920257969938966
3989728,0.04152405615759541
3989733,0.0006852563311571456
3989738,0.056148294696115125
3989752,0.0014883786635155822
3989754,0.04554834187657894
3989768,0.06796418786853695
3989769,0.0004562277278222554
3989790,0.0012351630017534711
3989796,0.038277080758949845
3989800,0.00331466046647463
3989804,0.042769233063207485
3989817,0.0009251847776002243
3989824,0.0007960562928207545
3989829,0.8295732390221134
3989832,0.07400728199130442
3989853,0.09294360229165617
3989871,0.0003636396702583227
3989876,0.000643142821771411
3989878,0.004582531378782278
3989882,0.00041005795950021796
3989893,0.4184023601306914
3989902,0.051715307058713356
3989907,0.011263242375225897
3989909,0.03528411620266599
3989918,0.0012411405655311312
3989951,0.4747316407899044
3989969,0.06082417818790967
3989991,0.03797309237041229
3990024,0.44372391871658046
3990034,0.0015326560065650377
3990039,0.07593694529733597
3990084,0.02500414596435422
3990086,0.02923630612860682
3990106,0.053263360140711515
3990164,0.00046463310065433106
3990168,0.0010182980377626124
3990177,0.05404751881977872
3990183,0.05950090335488
3990186,0.0021535020069840287
3990204,0.3833296913642451
3990226,0.18561761679408176
3990235,0.0019503872352533242
3990236,0.00694983851977969
3990248,0.0007887353728451668
3990250,0.0015096089865739354
3990260,0.05057665776011007
3990263,0.002502905619743619
3990286,0.0716652893342569
3990294,0.0024542168833639453
3990325,0.3938166680883737
3990329,0.027065124380772312
3990330,0.002962819173926044
3990339,0.003453421813294281
3990374,0.03502745207064085
3990379,0.20140399518259414
3990412,0.08719494535616525
3990425,0.0017879851047844942
3990426,0.0017638657516972206
3990428,0.5649875507983454
3990429,0.048081070411599106
3990441,0.000364981375834451
3990449,0.09959244804036943
3990450,0.005419995786816182
3990459,0.05477232218233029
3990469,0.00045577350955704866
3990476,0.04973074145920213
3990480,0.13894710176915084
3990481,0.13125357925861564
3990493,0.4734423161671046
3990494,0.038434593095249665
3990509,0.013247924664253783
3990518,0.038440497862191406
3990519,0.01951514162630438
3990525,0.005006396701367313
3990529,0.043932735005167915
3990534,0.0026079284418235923
3990537,0.0776498581942794
3990550,0.09411429459426052
3990566,0.05980053593680589
3990576,0.0736234272085903
3990577,0.06131784138779839
3990582,0.04426433946824944
3990588,0.19575275489472674
3990589,0.006297469037767392
3990592,0.08333879881831853
3990611,0.027214120566686994
3990612,0.0021848972830138184
3990623,0.0009251847776002243
3990625,0.00623335497039017
3990644,0.00084791505007278
3990645,0.010664397713441565
3990669,0.03945231966628767
3990671,0.07009435296061328
3990697,0.0003242836416455253
3990703,0.22551840627647032
3990705,0.1470059864502669
3990726,0.026643870369472387
3990755,0.004028460336848651
3990762,0.12095422855886781
3990779,0.035759983886248625
3990785,0.041770869867032524
3990799,0.03696611985450129
3990804,0.5987937884488804
3990827,0.060126123969964855
3990838,0.13743085741359712
3990888,0.001749638271336612
3990889,0.0008483504105832525
3990909,0.0414704279562648
3990913,0.04269094940930646
3990925,0.0011021447525238171
3990933,0.8653478503467069
3990947,0.07163142774039857
3990951,0.07237638784446003
3990956,0.0005783138313848806
3990992,0.0009235022654197587
3991019,0.03680290038962051
3991025,0.06937124092928958
3991039,0.016550491874132694
3991051,0.0028974624825839324
3991055,0.04276256167702074
3991057,0.015299855774662828
3991064,0.0014778500996972027
3991079,0.03738721300662783
3991101,0.06573410817445102
3991118,0.0006250639322230479
3991122,0.04165175419258249
3991136,0.0006520839752048576
3991199,0.04865800794490331
3991220,0.0014215618947013842
3991233,0.0034367508815504755
3991235,0.09047418086951536
3991255,0.0019310216774592354
3991257,0.03225065117157853
3991259,0.02483760757618252
3991261,0.0642777071874147
3991269,0.057476621580898675
3991283,0.014829867834502382
3991295,0.045561163657845107
3991296,0.00045293092744706114
3991300,0.001547498956702653
3991304,0.06097472550051568
3991315,0.00036689894332093964
3991330,0.03502744926547158
3991346,0.005740742327736426
3991350,0.0500980953208936
3991359,0.08663301706657835
